Emp ID,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Role
308,26-35,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,8,No,17,3,2,11,3,3,7,0,1,6,Research & Development_Healthcare Representative
309,26-35,No,Travel_Frequently,Human Resources,6,1,Medical,4,Male,2,1,Human Resources,2,Married,2804,Upto 5k,1,No,11,3,0,1,3,3,1,0,0,0,Human Resources_Human Resources
310,26-35,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,2439,Upto 5k,1,Yes,24,4,0,1,3,2,1,0,1,0,Research & Development_Research Scientist
311,26-35,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2062,Upto 5k,3,No,14,3,0,11,2,3,3,2,1,2,Research & Development_Laboratory Technician
312,26-35,Yes,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,1091,Upto 5k,1,No,17,3,0,1,3,3,1,0,0,0,Sales_Sales Representative
313,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,5373,5k-10k,0,No,12,3,1,6,5,2,5,3,0,2,Research & Development_Healthcare Representative
314,26-35,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,1,Research Scientist,4,Married,4787,Upto 5k,9,Yes,14,3,3,4,3,4,2,2,2,2,Research & Development_Research Scientist
315,26-35,No,Travel_Rarely,Research & Development,13,2,Other,4,Male,2,2,Laboratory Technician,2,Married,4025,Upto 5k,4,Yes,13,3,1,10,2,3,4,3,0,3,Research & Development_Laboratory Technician
316,26-35,No,Travel_Rarely,Research & Development,28,4,Medical,4,Female,2,1,Research Scientist,1,Single,3785,Upto 5k,1,No,14,3,0,5,3,1,5,4,0,4,Research & Development_Research Scientist
317,26-35,No,Travel_Rarely,Research & Development,9,2,Medical,4,Male,2,1,Laboratory Technician,3,Single,2206,Upto 5k,1,No,13,3,0,10,5,3,10,0,1,8,Research & Development_Laboratory Technician
318,26-35,No,Travel_Frequently,Research & Development,1,2,Medical,3,Female,3,2,Laboratory Technician,4,Single,4011,Upto 5k,1,No,23,4,0,12,2,3,12,8,3,7,Research & Development_Laboratory Technician
319,26-35,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,2,2,Laboratory Technician,4,Married,5126,5k-10k,1,Yes,12,3,2,10,1,2,10,8,3,0,Research & Development_Laboratory Technician
320,26-35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,2,Healthcare Representative,4,Married,4152,Upto 5k,1,No,19,3,3,11,3,3,11,10,10,8,Research & Development_Healthcare Representative
321,26-35,No,Travel_Rarely,Sales,4,2,Medical,3,Female,2,2,Sales Executive,2,Divorced,5209,5k-10k,1,Yes,12,3,3,11,4,2,11,8,2,7,Sales_Sales Executive
322,26-35,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,Male,1,1,Research Scientist,3,Divorced,2613,Upto 5k,1,No,25,4,3,10,2,2,10,7,0,9,Research & Development_Research Scientist
323,26-35,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5k-10k,2,No,12,3,1,12,2,3,10,9,7,4,Sales_Sales Executive
324,26-35,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,1,No,11,3,2,12,4,3,12,9,6,10,Research & Development_Laboratory Technician
325,26-35,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,5k-10k,1,No,22,4,0,12,2,3,11,8,5,8,Research & Development_Manufacturing Director
326,26-35,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,Upto 5k,5,Yes,11,3,0,8,5,3,5,2,0,4,Research & Development_Research Scientist
327,26-35,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,5k-10k,5,No,15,3,0,9,5,2,6,3,0,1,Sales_Sales Executive
328,26-35,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,Married,5775,5k-10k,1,No,13,3,2,11,2,3,10,8,1,9,Research & Development_Research Scientist
329,26-35,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,5k-10k,1,No,13,3,3,10,2,3,10,9,1,2,Sales_Sales Executive
330,26-35,No,Non-Travel,Sales,25,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,Upto 5k,7,Yes,12,3,1,4,2,4,2,2,2,2,Sales_Sales Executive
331,26-35,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,Upto 5k,1,No,18,3,1,1,3,3,1,0,0,0,Sales_Sales Representative
332,26-35,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,Upto 5k,9,Yes,23,4,0,3,4,3,1,0,0,0,Research & Development_Research Scientist
333,26-35,No,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,5k-10k,0,No,11,3,0,6,6,3,5,4,4,4,Sales_Sales Executive
334,26-35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,5k-10k,2,No,20,4,0,11,2,3,5,4,0,2,Research & Development_Manufacturing Director
335,26-35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,Upto 5k,4,No,15,3,1,9,3,1,5,3,1,4,Research & Development_Laboratory Technician
336,26-35,No,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,5k-10k,0,No,11,3,0,10,3,3,9,8,7,8,Sales_Sales Executive
337,26-35,No,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,Upto 5k,0,No,14,3,0,12,2,2,11,7,6,7,Research & Development_Laboratory Technician
338,26-35,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,Upto 5k,0,No,14,3,0,4,3,3,3,2,1,2,Sales_Sales Representative
339,26-35,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,Upto 5k,1,No,18,3,1,1,2,4,1,0,0,0,Sales_Sales Representative
340,26-35,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,Upto 5k,1,No,20,4,1,1,2,3,1,0,0,0,Research & Development_Research Scientist
341,26-35,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,5k-10k,7,No,23,4,1,10,2,2,8,7,7,7,Sales_Sales Executive
342,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,Upto 5k,3,No,21,4,2,7,2,3,2,2,0,2,Research & Development_Laboratory Technician
343,26-35,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,5k-10k,5,Yes,24,4,0,12,4,2,0,0,0,0,Research & Development_Manufacturing Director
344,26-35,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,Upto 5k,9,No,12,3,1,10,3,2,5,4,0,3,Research & Development_Research Scientist
345,26-35,No,Travel_Rarely,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,Divorced,7264,5k-10k,5,No,11,3,1,10,2,4,8,4,7,7,Sales_Sales Executive
346,26-35,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2132,Upto 5k,4,Yes,11,3,0,7,2,3,5,2,0,1,Research & Development_Research Scientist
347,26-35,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,Married,11416,10k-15k,0,Yes,12,3,3,9,4,2,8,7,1,7,Research & Development_Research Director
348,26-35,Yes,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,Upto 5k,0,No,17,3,0,4,3,3,3,2,1,2,Research & Development_Laboratory Technician
349,26-35,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,5k-10k,0,No,15,3,1,7,1,2,6,2,0,2,Research & Development_Manufacturing Director
350,26-35,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,5k-10k,1,No,18,3,1,10,3,3,10,3,1,4,Sales_Sales Executive
351,26-35,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,Upto 5k,8,No,19,3,3,8,3,3,4,3,0,3,Sales_Sales Executive
352,26-35,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,Upto 5k,1,No,13,3,3,10,4,2,10,7,8,9,Research & Development_Laboratory Technician
353,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Upto 5k,0,Yes,21,4,1,12,2,3,11,9,5,7,Research & Development_Research Scientist
354,26-35,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,Upto 5k,7,Yes,18,3,0,10,3,3,8,4,1,7,Research & Development_Manufacturing Director
355,26-35,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,Upto 5k,0,No,12,3,1,10,6,3,9,2,6,7,Research & Development_Laboratory Technician
356,26-35,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,10k-15k,1,Yes,23,4,2,9,2,3,9,1,0,8,Research & Development_Manager
357,26-35,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,Upto 5k,7,No,14,3,2,8,3,3,3,2,0,2,Sales_Sales Executive
358,26-35,No,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,5k-10k,8,No,15,3,2,4,2,2,2,1,2,2,Sales_Sales Executive
359,26-35,No,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,Upto 5k,1,No,13,3,2,1,2,2,1,0,0,0,Research & Development_Research Scientist
360,26-35,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,Upto 5k,0,No,21,4,1,6,3,4,5,3,1,3,Human Resources_Human Resources
361,26-35,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,5k-10k,1,No,11,3,1,10,4,3,10,8,6,7,Sales_Sales Executive
362,26-35,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,5k-10k,3,No,12,3,1,9,3,3,4,2,1,3,Sales_Sales Executive
363,26-35,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,Upto 5k,1,No,12,3,1,6,3,2,6,4,1,1,Research & Development_Research Scientist
364,26-35,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,Upto 5k,1,No,12,3,1,10,2,2,10,0,0,8,Research & Development_Research Scientist
365,26-35,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,Upto 5k,0,No,16,3,0,10,2,3,9,7,0,7,Research & Development_Research Scientist
366,26-35,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,Upto 5k,6,No,11,3,1,6,0,2,4,2,1,2,Human Resources_Human Resources
367,26-35,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,5k-10k,2,No,11,3,1,12,2,3,7,7,1,7,Sales_Sales Executive
368,26-35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,5k-10k,3,No,16,3,1,10,3,3,7,0,1,7,Research & Development_Healthcare Representative
369,26-35,No,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,9667,5k-10k,9,No,14,3,0,9,3,3,7,7,0,2,Research & Development_Manufacturing Director
370,26-35,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Single,1081,Upto 5k,1,No,13,3,0,1,3,2,1,0,0,0,Sales_Sales Representative
371,26-35,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,3748,Upto 5k,1,No,13,3,0,12,6,2,12,8,1,7,Research & Development_Laboratory Technician
372,26-35,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2911,Upto 5k,1,No,17,3,1,5,1,2,5,2,4,3,Research & Development_Research Scientist
373,26-35,No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,3,2,Laboratory Technician,4,Divorced,5915,5k-10k,3,No,22,4,1,10,3,2,7,7,1,7,Research & Development_Laboratory Technician
374,26-35,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,1,2,Sales Executive,3,Married,6172,5k-10k,4,Yes,18,3,0,12,3,2,7,7,7,7,Sales_Sales Executive
375,26-35,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Executive,3,Married,4559,Upto 5k,3,Yes,11,3,1,4,2,3,2,2,2,2,Sales_Sales Executive
376,26-35,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,Upto 5k,8,Yes,23,4,1,7,0,3,4,2,0,2,Research & Development_Research Scientist
377,26-35,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,Upto 5k,0,No,12,3,1,6,2,3,5,4,1,4,Research & Development_Manufacturing Director
378,26-35,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,10k-15k,9,No,12,3,1,9,3,3,2,2,2,2,Research & Development_Research Director
379,26-35,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,Upto 5k,0,No,11,3,0,6,2,4,5,4,1,4,Research & Development_Laboratory Technician
380,26-35,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,5k-10k,0,No,21,4,1,10,2,3,9,0,7,8,Research & Development_Healthcare Representative
381,26-35,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,Upto 5k,1,No,11,3,1,2,5,2,2,2,2,2,Sales_Sales Representative
382,26-35,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,5k-10k,4,No,11,3,1,10,3,2,8,7,7,7,Sales_Sales Executive
383,26-35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,Upto 5k,0,Yes,12,3,1,6,4,3,5,2,0,3,Research & Development_Research Scientist
384,26-35,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,2,Human Resources,1,Married,6410,5k-10k,3,No,12,3,0,9,1,3,2,2,1,0,Human Resources_Human Resources
385,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,Upto 5k,0,Yes,18,3,1,3,2,1,2,2,2,2,Research & Development_Research Scientist
386,26-35,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,5k-10k,4,No,12,3,3,13,3,3,7,7,1,7,Sales_Sales Executive
387,26-35,No,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,5k-10k,1,No,24,4,1,10,2,3,10,9,8,9,Research & Development_Manufacturing Director
388,26-35,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,5k-10k,1,Yes,14,3,0,11,2,2,11,9,4,10,Research & Development_Manufacturing Director
389,26-35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,Upto 5k,0,Yes,16,3,0,3,5,3,2,2,2,2,Research & Development_Research Scientist
390,26-35,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,Upto 5k,1,No,12,3,1,13,5,1,13,10,3,12,Research & Development_Manufacturing Director
391,26-35,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,Upto 5k,1,No,12,3,1,4,3,3,4,2,3,2,Research & Development_Laboratory Technician
392,26-35,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,10k-15k,1,No,25,4,1,13,6,4,13,8,0,8,Research & Development_Manufacturing Director
393,26-35,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,5k-10k,3,No,12,3,0,12,2,3,1,0,0,0,Research & Development_Healthcare Representative
394,26-35,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,5k-10k,4,Yes,13,3,0,10,2,4,6,5,0,5,Sales_Sales Executive
395,26-35,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,10k-15k,9,No,21,4,1,10,3,2,5,4,0,1,Sales_Manager
396,26-35,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,Upto 5k,2,No,17,3,0,9,2,1,3,1,1,2,Sales_Sales Executive
397,26-35,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,5k-10k,4,No,22,4,2,13,4,4,7,7,5,7,Sales_Sales Executive
398,26-35,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,Upto 5k,3,Yes,19,3,1,8,2,3,6,4,0,2,Research & Development_Research Scientist
399,26-35,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,2329,Upto 5k,3,No,15,3,0,13,2,4,7,7,5,2,Sales_Sales Representative
400,26-35,No,Non-Travel,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,5k-10k,1,No,13,3,1,9,2,2,9,8,0,0,Sales_Sales Executive
401,26-35,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5855,5k-10k,0,Yes,11,3,2,10,2,1,9,7,8,5,Research & Development_Healthcare Representative
402,26-35,Yes,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,Upto 5k,0,Yes,22,4,0,4,0,3,3,2,1,2,Research & Development_Research Scientist
403,26-35,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,4148,Upto 5k,1,No,12,3,1,4,1,3,4,3,0,3,Research & Development_Manufacturing Director
404,26-35,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,Upto 5k,0,No,12,3,1,3,4,3,2,2,2,2,Sales_Sales Representative
405,26-35,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,Upto 5k,1,No,12,3,1,2,5,2,2,2,2,2,Research & Development_Laboratory Technician
406,26-35,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,5k-10k,1,Yes,12,3,0,6,2,2,6,5,0,1,Research & Development_Healthcare Representative
407,26-35,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,5k-10k,1,No,19,3,0,10,2,3,10,9,1,8,Research & Development_Healthcare Representative
408,26-35,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,5k-10k,1,Yes,19,3,1,10,5,2,10,8,9,6,Sales_Sales Executive
409,26-35,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Upto 5k,1,Yes,11,3,0,3,2,4,3,2,2,2,Sales_Sales Representative
410,26-35,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,Upto 5k,7,No,14,3,0,3,3,4,1,0,0,0,Sales_Sales Representative
411,26-35,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,5k-10k,1,Yes,15,3,2,10,3,2,10,2,6,7,Research & Development_Manufacturing Director
412,26-35,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,Upto 5k,1,No,12,3,0,1,3,3,1,0,0,0,Sales_Sales Representative
413,26-35,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,15k+,3,No,11,3,0,9,3,4,3,2,1,0,Research & Development_Research Director
414,26-35,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,Upto 5k,1,No,12,3,0,1,3,4,1,0,0,0,Research & Development_Research Scientist
415,26-35,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,10k-15k,1,No,18,3,1,13,5,3,13,7,9,9,Sales_Sales Executive
416,26-35,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,7446,5k-10k,1,No,11,3,0,10,2,3,10,8,4,7,Research & Development_Manufacturing Director
417,26-35,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,2109,Upto 5k,9,No,18,3,0,8,3,3,3,2,0,2,Human Resources_Human Resources
418,26-35,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,Upto 5k,6,Yes,13,3,1,7,2,1,2,2,2,2,Research & Development_Laboratory Technician
419,26-35,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,4084,Upto 5k,1,No,12,3,0,7,2,1,7,2,7,7,Research & Development_Research Scientist
420,26-35,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,5k-10k,7,No,13,3,0,10,3,3,5,2,0,3,Sales_Sales Executive
421,26-35,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,5k-10k,1,No,11,3,2,10,2,3,10,0,0,2,Sales_Sales Executive
422,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,Upto 5k,1,No,14,3,1,6,2,4,5,2,0,3,Research & Development_Laboratory Technician
423,26-35,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,5k-10k,2,No,20,4,0,9,3,2,5,4,1,4,Research & Development_Manufacturing Director
424,26-35,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,5k-10k,1,No,19,3,1,6,3,3,5,2,0,2,Sales_Sales Executive
425,26-35,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,5k-10k,2,No,13,3,3,10,2,3,1,0,0,0,Sales_Sales Executive
426,26-35,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,5k-10k,1,No,14,3,2,13,3,3,12,7,5,7,Sales_Sales Executive
427,26-35,No,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,9637,5k-10k,2,No,14,3,2,9,3,3,3,2,2,2,Sales_Sales Executive
428,26-35,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,2956,Upto 5k,0,No,17,3,0,2,4,3,1,0,0,0,Human Resources_Human Resources
429,26-35,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,4197,Upto 5k,1,No,11,3,1,10,2,3,10,8,0,2,Research & Development_Laboratory Technician
430,26-35,No,Travel_Rarely,Sales,10,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,6583,5k-10k,2,Yes,11,3,1,8,2,3,5,2,1,4,Sales_Sales Executive
431,26-35,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,3978,Upto 5k,8,No,12,3,1,4,0,2,2,2,2,2,Research & Development_Laboratory Technician
432,26-35,No,Non-Travel,Research & Development,3,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,3065,Upto 5k,1,Yes,13,3,1,4,3,4,4,2,2,3,Research & Development_Research Scientist
433,26-35,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,5k-10k,1,No,21,4,0,10,6,3,10,8,8,7,Research & Development_Research Scientist
434,26-35,Yes,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Executive,4,Married,5617,5k-10k,1,Yes,11,3,0,10,4,3,10,7,0,8,Sales_Sales Executive
435,26-35,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,1129,Upto 5k,1,Yes,11,3,3,1,4,3,1,0,0,0,Research & Development_Laboratory Technician
436,26-35,No,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,11031,10k-15k,4,No,20,4,1,13,2,4,11,7,4,8,Research & Development_Research Director
437,26-35,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,3067,Upto 5k,0,No,19,3,1,3,1,3,2,2,1,2,Sales_Sales Representative
438,26-35,No,Non-Travel,Research & Development,5,3,Medical,2,Male,3,2,Manufacturing Director,1,Single,9936,5k-10k,0,No,19,3,0,10,2,3,9,4,1,7,Research & Development_Manufacturing Director
439,26-35,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Single,3068,Upto 5k,0,No,13,3,0,8,2,2,7,7,3,6,Research & Development_Laboratory Technician
440,26-35,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,4,1,Research Scientist,2,Divorced,3298,Upto 5k,0,Yes,12,3,2,7,5,2,6,2,0,5,Research & Development_Research Scientist
441,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,2,Manufacturing Director,4,Married,6162,5k-10k,1,Yes,22,4,1,9,3,3,9,8,7,8,Research & Development_Manufacturing Director
442,26-35,No,Travel_Rarely,Sales,6,4,Medical,2,Male,3,2,Sales Executive,3,Single,5010,5k-10k,1,No,16,3,0,12,0,3,11,8,5,7,Sales_Sales Executive
